Finished,RecordedDate,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q8_1,Q8_4,Q8_5,Q8_6,Q8_7,Q8_7_TEXT,Q9_1,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_12_TEXT,Q11,Q12,Q13,Q15_1,Q15_4,Q15_13,Q15_12,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11
TRUE,10/2/25 9:11,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Very confident,Unsure / Unapplicable,Very confident,Slightly confident,Slightly confident,Very confident,Moderately confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,A person who is neurodivergent,,,,,
TRUE,10/2/25 10:21,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Very confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,,Expert interviews,,Scholarly articles,,,Testimonials,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,,,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,,,,,
TRUE,10/4/25 17:18,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Very confident,Unsure / Unapplicable,Very confident,Unsure / Unapplicable,Unsure / Unapplicable,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,Expert interviews,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,A person who immigrated to the United States,,
TRUE,10/4/25 17:33,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,Scholarly articles,,,Testimonials,,,,Decline to state,Senate Faculty,"History, Languages, and Literatures",,,,A person with a minoritized gender identity in my disicpline,,,,,A person who immigrated to the United States,,
TRUE,10/6/25 14:50,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Slightly confident,Very confident,Slightly confident,Slightly confident,Moderately confident,Slightly confident,Slightly confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,Case studies,,,,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,Decline to state,
FALSE,10/9/25 21:09,Agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Unsure / Unapplicable,Neutral,,Neutral,Strongly agree,Somewhat disagree,,Moderately confident,Moderately confident,,,,Unsure / Unapplicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,10/20/25 11:35,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Moderately confident,Very confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Unsure / Unapplicable,Unsure / Unapplicable,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,,,,,Theoretical frameworks,,,Decline to state,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,Decline to state,
TRUE,10/20/25 12:47,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,,,,,,,UC Santa Cruz,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,A person who immigrated to the United States,,
TRUE,10/21/25 12:43,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly confident,Slightly confident,Slightly confident,Moderately confident,Slightly confident,Not confident at all,Not confident at all,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,10/29/25 11:06,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Moderately confident,Very confident,Very confident,Not confident at all,Moderately confident,Moderately confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,10/29/25 12:12,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,Decline to state,
TRUE,10/29/25 15:55,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Very confident,Unsure / Unapplicable,Very confident,Moderately confident,Not confident at all,Not confident at all,Very confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,A person who is first in my family to go to college,A person from a low-income family background,,,
TRUE,11/14/25 9:28,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,Expert interviews,,,Short video clips,,,,,,UC Merced,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,Decline to state,
TRUE,11/14/25 10:47,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,Podcasts,Scholarly articles,,,,,,,UC Merced,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)",,,,A person with a minoritized gender identity in my disicpline,,,A person who is first in my family to go to college,A person from a low-income family background,,,
TRUE,10/29/25 18:17,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Very confident,Unsure / Unapplicable,Very confident,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,A person who immigrated to the United States,,
TRUE,9/23/25 14:42,Agree,Neutral,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,Expert interviews,,,Short video clips,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,,None of the above
TRUE,10/20/25 10:55,Agree,Neutral,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,Scholarly articles,Short video clips,,,,,,UC Santa Cruz,Another role,Another discipline,,,A member of the LGBTQIA+ community,,,,,,,,
TRUE,10/29/25 14:23,Agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,Expert interviews,Podcasts,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,10/29/25 16:41,Agree,Neutral,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Very confident,Moderately confident,Very confident,Slightly confident,Not confident at all,Moderately confident,Very confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,Short video clips,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,A person with a minoritized gender identity in my disicpline,,,,,A person who immigrated to the United States,,
TRUE,11/3/25 21:03,Agree,Neutral,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,9/23/25 14:07,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,Short video clips,,,,,,UC Berkeley,Another role,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,9/23/25 14:19,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,Short video clips,Simulations,Testimonials,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
TRUE,9/23/25 15:52,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Very confident,Slightly confident,Very confident,Not confident at all,Not confident at all,Slightly confident,Slightly confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,Short video clips,Simulations,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,A person who is first in my family to go to college,,A person who immigrated to the United States,,
TRUE,9/24/25 10:24,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,Expert interviews,,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,"A transgender, non-binary, and/or genderqueer person",,,,,,,A person who immigrated to the United States,,
TRUE,9/24/25 13:50,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Slightly confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,Scholarly articles,,,,Theoretical frameworks,,,UC Berkeley,Another role,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
TRUE,9/24/25 15:45,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),"Another format, please describe:",reading books,,Discussion prompts,,,,Short video clips,,,Theoretical frameworks,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,A person who is neurodivergent,,,,,
TRUE,9/28/25 10:12,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Creative and Performing Arts, Media, and Design",,,,,,,,,,,None of the above
TRUE,10/2/25 9:52,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,Expert interviews,,,,Simulations,,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,,,,,,,
TRUE,10/7/25 6:37,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,Expert interviews,,Scholarly articles,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Professional Fields (e.g. business, administration, legal, physical and mental health)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
TRUE,10/20/25 10:34,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,Simulations,,,"Another resource, please describe:",Practical strategies that I can implement in my classroom,UC Santa Cruz,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,A person with a minoritized gender identity in my disicpline,,,,,,,
TRUE,10/20/25 10:35,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Unsure / Unapplicable,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Not confident at all,Moderately confident,Not confident at all,Slightly confident,Moderately confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,,Podcasts,,Short video clips,,,,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,,,A member of the LGBTQIA+ community,,,,,A person from a low-income family background,,,
TRUE,10/20/25 11:18,Agree,Somewhat agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,Discussion prompts,Expert interviews,Podcasts,,,,,,,,UC Santa Cruz,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,A person who immigrated to the United States,,
TRUE,10/20/25 11:58,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Not confident at all,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,Short video clips,,Testimonials,Theoretical frameworks,,,UC Santa Cruz,Senate Faculty,Another discipline,,,,,,,,,,Decline to state,
TRUE,10/29/25 15:55,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,,Simulations,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)","A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,,,,,
TRUE,10/29/25 20:58,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Slightly confident,Slightly confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,Short video clips,Simulations,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,A member of the LGBTQIA+ community,,A person living with a disability,,,,,,
TRUE,11/4/25 13:47,Agree,Somewhat agree,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,,Theoretical frameworks,,,UC Merced,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,A member of the LGBTQIA+ community,,,,A person who is first in my family to go to college,,,,
TRUE,9/23/25 21:44,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,,,,,,Testimonials,Theoretical frameworks,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Another discipline,,,,,,,,,,,None of the above
TRUE,10/20/25 14:32,Agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,,,,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,A person who is first in my family to go to college,,,,
TRUE,10/29/25 9:57,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,A person who is first in my family to go to college,A person from a low-income family background,,,
TRUE,9/23/25 14:19,Agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Moderately confident,Slightly confident,Moderately confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,,Simulations,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,A person who is neurodivergent,,,,,
TRUE,9/23/25 15:49,Agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Slightly confident,Moderately confident,Slightly confident,Slightly confident,Very confident,Very confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,Discussion prompts,,,,Short video clips,,,,,,UC Berkeley,Another role,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,9/24/25 8:18,Agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Very confident,Unsure / Unapplicable,Very confident,Very confident,Very confident,Unsure / Unapplicable,Unsure / Unapplicable,Unsure / Unapplicable,,,"In-person (e.g. on-campus workshop, faculty learning community)",,"Another format, please describe:",my experience with these trainings is that they are a total waste of time,,,,,,,,,,"Another resource, please describe:",none,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
TRUE,9/24/25 10:02,Agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Somewhat agree,Very confident,Unsure / Unapplicable,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,Expert interviews,,,,,,,"Another resource, please describe:","A reasonable take on accommodations for R&C courses, not the current insanity ",UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Another discipline,"A Black, Indigenous, and/or person of color (BIPOC)","A transgender, non-binary, and/or genderqueer person",,,A person living with a disability,A person who is neurodivergent,A person who is first in my family to go to college,A person from a low-income family background,,,
TRUE,9/24/25 11:50,Agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Unsure / Unapplicable,Somewhat agree,Unsure / Unapplicable,Unsure / Unapplicable,Somewhat disagree,Very confident,Unsure / Unapplicable,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,"Another resource, please describe:",In-person conversations,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,9/26/25 15:26,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Not confident at all,Moderately confident,Not confident at all,Not confident at all,Moderately confident,Moderately confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,Case studies,,,,,Short video clips,,,,"Another resource, please describe:",anything short,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
TRUE,10/13/25 8:27,Agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Neutral,Somewhat disagree,Strongly agree,Neutral,Very confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Slightly confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,Expert interviews,,,,Simulations,,,,,UC Santa Barbara,Another role,Social Sciences and Area Studies,,,,,,,,,,,None of the above
TRUE,10/20/25 10:30,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Slightly confident,Moderately confident,Slightly confident,Moderately confident,Slightly confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,Podcasts,,,Simulations,,Theoretical frameworks,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,,,,A person with a minoritized gender identity in my disicpline,,,,,,,
TRUE,10/20/25 10:32,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Moderately confident,Very confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,Scholarly articles,,,,Theoretical frameworks,,,UC Santa Cruz,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,A person with a minoritized gender identity in my disicpline,,,,,A person who immigrated to the United States,,
