StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q8_1,Q8_4,Q8_5,Q8_6,Q8_7,Q8_7_TEXT,Q9_1,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_12_TEXT,Q11,Q12,Q13,Q15_1,Q15_4,Q15_13,Q15_12,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11
2025-10-20 11:32:32,2025-10-20 11:35:14,IP Address,73.158.143.169,100,162,True,2025-10-20 11:35:15,R_94cTLpLBCaDXcrO,,,,,37.6736,-122.0944,anonymous,EN,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Moderately confident,Very confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Unsure / Unapplicable,Unsure / Unapplicable,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,,,,,Theoretical frameworks,,,Decline to state,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,Decline to state,
2025-10-20 11:55:18,2025-10-20 11:58:21,IP Address,73.158.143.147,100,182,True,2025-10-20 11:58:21,R_6Xj5Ia3HELBgdNf,,,,,37.6736,-122.0944,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Not confident at all,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,Short video clips,,Testimonials,Theoretical frameworks,,,UC Santa Cruz,Senate Faculty,Another discipline,,,,,,,,,,Decline to state,
2025-10-20 12:42:16,2025-10-20 12:47:23,IP Address,128.114.151.123,100,307,True,2025-10-20 12:47:23,R_7j4a1W8JCJ4TKJb,,,,,36.9921,-122.0577,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,,,,,,,UC Santa Cruz,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,A person who immigrated to the United States,,
2025-10-20 14:29:01,2025-10-20 14:32:38,IP Address,128.114.140.82,100,217,True,2025-10-20 14:32:38,R_1EcvSv7txOpg9Ll,,,,,36.9921,-122.0577,anonymous,EN,Agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,,,,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,A person who is first in my family to go to college,,,,
2025-10-20 14:36:27,2025-10-20 14:41:31,IP Address,71.198.131.206,100,303,True,2025-10-20 14:41:31,R_12ReH8TTzB08Va8,,,,,36.978,-121.894,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Very confident,Moderately confident,Very confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,,Simulations,,,,,UC Santa Cruz,Senate Faculty,"Creative and Performing Arts, Media, and Design","A Black, Indigenous, and/or person of color (BIPOC)","A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,A person living with a disability,,,,,,
2025-10-20 17:35:57,2025-10-20 17:41:08,IP Address,172.226.212.108,100,311,True,2025-10-20 17:41:08,R_1zIIfjKbNT8NmDT,,,,,36.975,-122.023,anonymous,EN,Agree,Unsure / Unapplicable,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Very confident,Very confident,Not confident at all,Slightly confident,Very confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,Short video clips,Simulations,,,,,UC Santa Cruz,Senate Faculty,,,,,,,,,,,,None of the above
2025-10-21 12:37:53,2025-10-21 12:43:04,IP Address,73.202.235.98,100,311,True,2025-10-21 12:43:05,R_5CWiF2oNmLJ459h,,,,,37.722,-122.4774,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly confident,Slightly confident,Slightly confident,Moderately confident,Slightly confident,Not confident at all,Not confident at all,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-21 14:34:07,2025-10-21 14:36:50,IP Address,67.169.27.119,100,162,True,2025-10-21 14:36:50,R_7KDCNDdSvaYrfZD,,,,,36.988,-121.9566,anonymous,EN,Agree,Strongly disagree,Strongly disagree,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,Scholarly articles,,,,,"Another resource, please describe:",actual financial support to make our classes more inclusive for disabled students,UC Santa Cruz,Senate Faculty,"History, Languages, and Literatures",,,,,A person living with a disability,,,,,,
2025-10-22 10:48:20,2025-10-22 10:51:06,IP Address,23.93.19.86,100,166,True,2025-10-22 10:51:07,R_5VmVyS1Pp3FLlMi,,,,,37.8487,-122.2209,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Slightly confident,Not confident at all,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,Podcasts,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,A person who is neurodivergent,,A person from a low-income family background,,,
2025-10-22 15:44:41,2025-10-22 15:49:06,IP Address,76.209.241.42,100,264,True,2025-10-22 15:49:06,R_1809Swb6T3c0G7n,,,,,37.0313,-122.1198,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very confident,Very confident,Very confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,Scholarly articles,,,,,,,UC Santa Cruz,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,,,,,None of the above
2025-10-24 16:20:04,2025-10-24 16:23:59,IP Address,169.233.220.101,100,234,True,2025-10-24 16:23:59,R_7a6BGnjxEC3tn4R,,,,,37.0313,-122.1198,anonymous,EN,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Moderately confident,Very confident,Moderately confident,Moderately confident,Very confident,Slightly confident,Very confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,,,,"Another resource, please describe:","tangible templates, handouts, etc. to tweak to my own course needs",UC Santa Cruz,Senate Faculty,Social Sciences and Area Studies,,,,,A person living with a disability,,,,,,
2025-10-20 11:18:04,2025-10-20 11:18:18,IP Address,169.233.171.132,13,14,False,2025-10-27 11:18:21,R_6GJjvp1NFFxJ90B,,,,,36.9921,-122.0577,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 11:57:51,2025-10-20 11:59:07,IP Address,169.233.137.181,13,76,False,2025-10-27 11:59:09,R_7lMSXds5K2WjyhE,,,,,37.0313,-122.1198,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 14:42:14,2025-10-20 14:43:36,IP Address,128.114.134.76,13,81,False,2025-10-27 14:43:43,R_6b1398cCBUURDrL,,,,,37.0313,-122.1198,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 09:12:09,2025-10-29 09:17:07,IP Address,136.152.214.30,100,297,True,2025-10-29 09:17:08,R_1OVghWdatnvzuPF,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Slightly confident,Moderately confident,Moderately confident,Not confident at all,Slightly confident,Slightly confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,Short video clips,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-29 09:15:47,2025-10-29 09:20:08,IP Address,136.152.214.174,100,260,True,2025-10-29 09:20:08,R_3jkaiv2x5NeyGXQ,,,,,37.8736,-122.257,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Very confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,Scholarly articles,,,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-10-29 09:21:17,2025-10-29 09:24:00,IP Address,136.152.214.123,100,162,True,2025-10-29 09:24:01,R_7fOyCUgVRZACvlv,,,,,37.8736,-122.257,anonymous,EN,Agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Unsure / Unapplicable,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,,Simulations,,Theoretical frameworks,"Another resource, please describe:",Expect admin support,UC Berkeley,Senate Faculty,Another discipline,,,A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,A person who is first in my family to go to college,A person from a low-income family background,A person who immigrated to the United States,,
2025-10-29 09:21:50,2025-10-29 09:27:06,IP Address,157.131.160.21,100,315,True,2025-10-29 09:27:07,R_7kLENV57JrQxV2q,,,,,37.7562,-122.4866,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Very confident,Very confident,Very confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,"Expert interviews  ",,,,,,,,,UC Berkeley,Senate Faculty,"Creative and Performing Arts, Media, and Design",,,,,,,,,,,None of the above
2025-10-29 09:36:22,2025-10-29 09:40:54,IP Address,136.152.214.99,100,272,True,2025-10-29 09:40:54,R_5dGbrwy0tH3pVdz,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,Podcasts,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,A person who is first in my family to go to college,A person from a low-income family background,A person who immigrated to the United States,,
2025-10-29 09:45:59,2025-10-29 09:49:41,IP Address,75.7.3.140,100,222,True,2025-10-29 09:49:42,R_54aIc4VtJMKIQ25,,,,,37.8611,-122.2564,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Strongly disagree,Neutral,Neutral,Very confident,Moderately confident,Very confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,"Expert interviews  ",,,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Creative and Performing Arts, Media, and Design","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,A person who immigrated to the United States,,
2025-10-29 09:40:10,2025-10-29 09:54:25,IP Address,184.23.244.41,100,854,True,2025-10-29 09:54:25,R_7dnKUr4odynVRJs,,,,,37.8381,-122.2609,anonymous,EN,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,,,,,Theoretical frameworks,,,UC Berkeley,Another role,"Creative and Performing Arts, Media, and Design",,,,,,,,,,,None of the above
2025-10-29 09:54:21,2025-10-29 09:57:52,IP Address,108.211.111.148,100,211,True,2025-10-29 09:57:52,R_7WIMPsOCi2zQSk6,,,,,38.0171,-122.2886,anonymous,EN,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,A person who is first in my family to go to college,A person from a low-income family background,,,
2025-10-29 09:58:08,2025-10-29 10:01:52,IP Address,136.152.214.178,100,224,True,2025-10-29 10:01:52,R_3Ep9F0ogtSBsBHZ,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Very confident,Slightly confident,Moderately confident,Slightly confident,Moderately confident,Very confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,Podcasts,,Short video clips,,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,A person who is first in my family to go to college,A person from a low-income family background,,,
2025-10-29 09:49:56,2025-10-29 10:09:17,IP Address,136.152.214.201,100,1161,True,2025-10-29 10:09:17,R_3GfJFqwEcWvh1ux,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly agree,Unsure / Unapplicable,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,Podcasts,,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-29 10:43:15,2025-10-29 10:46:43,IP Address,67.169.127.234,100,207,True,2025-10-29 10:46:43,R_3kw8aq83TOTeP4l,,,,,37.8682,-122.2865,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,"Expert interviews  ",,,Short video clips,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-29 09:09:27,2025-10-29 10:48:30,IP Address,136.152.214.230,100,5942,True,2025-10-29 10:48:30,R_6exjgcJZ0HbNoTo,,,,,37.8736,-122.257,anonymous,EN,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neutral,Somewhat agree,Very confident,Moderately confident,Very confident,Very confident,Slightly confident,Very confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,"Another resource, please describe:","Actual policy actions at the campus level which enable us to teach in ways that do not require the dropping of rigor, while being inclusive. Student evals are a massive problem - students in a class don't really recognise teaching strategies design to give them critical skills for 2-3 years down the road. ",UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,,A person who is neurodivergent,A person who is first in my family to go to college,,A person who immigrated to the United States,,
2025-10-29 10:50:30,2025-10-29 10:54:22,IP Address,135.180.196.183,100,232,True,2025-10-29 10:54:23,R_6gV0os5kosIFR4t,,,,,37.8637,-122.276,anonymous,EN,Agree,Unsure / Unapplicable,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,Another role,"Science, Technology, Engineering, and Math (STEM)",,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,,,A person who is first in my family to go to college,A person from a low-income family background,,,
2025-10-29 10:58:52,2025-10-29 11:05:59,IP Address,135.180.197.246,100,426,True,2025-10-29 11:06:00,R_3osYDecw5hZtjOx,,,,,37.8637,-122.276,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Moderately confident,Very confident,Very confident,Not confident at all,Moderately confident,Moderately confident,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-29 10:57:28,2025-10-29 11:29:57,IP Address,65.204.29.4,100,1949,True,2025-10-29 11:29:57,R_6xE4AxuqG2DXyc4,,,,,40.7653,-73.9589,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Very confident,Moderately confident,Very confident,Slightly confident,Slightly confident,Very confident,Very confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,Scholarly articles,Short video clips,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-10-29 11:38:01,2025-10-29 11:42:20,IP Address,76.102.78.242,100,259,True,2025-10-29 11:42:20,R_3aVmCmYiqYJjYgQ,,,,,37.6403,-122.0667,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,Short video clips,Simulations,,,"Another resource, please describe:",Observations,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-10-29 11:53:18,2025-10-29 11:57:40,IP Address,161.178.132.48,100,261,True,2025-10-29 11:57:41,R_7pu86D8N7jv2FkV,,,,,40.5511,-74.4606,anonymous,EN,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,Very confident,,,,,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,A person who immigrated to the United States,,
2025-10-29 12:09:06,2025-10-29 12:12:41,IP Address,136.152.21.249,100,215,True,2025-10-29 12:12:41,R_5X8prxL6xJOWX2V,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"History, Languages, and Literatures",,,,,,,,,,Decline to state,
2025-10-29 12:28:16,2025-10-29 12:32:16,IP Address,23.93.85.139,100,239,True,2025-10-29 12:32:16,R_7wZZIqQQHvXQHVD,,,,,37.8682,-122.2865,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Neutral,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,,,Scholarly articles,,Simulations,,Theoretical frameworks,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-22 12:46:20,2025-10-22 12:47:01,IP Address,169.233.165.232,13,40,False,2025-10-29 12:47:01,R_5erwmteQ2pXJeCn,,,,,38.6841,-121.0676,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:01:47,2025-10-29 13:06:46,IP Address,172.226.212.110,100,299,True,2025-10-29 13:06:47,R_1QS74yVaoRqSfvd,,,,,37.8075,-122.2644,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Moderately confident,Very confident,Moderately confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,,"Expert interviews  ",,,,,Testimonials,Theoretical frameworks,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,A person who is first in my family to go to college,,,,
2025-10-29 14:21:21,2025-10-29 14:23:20,IP Address,136.152.209.35,100,118,True,2025-10-29 14:23:20,R_1KqnimblGZ3AVko,,,,,37.8736,-122.257,anonymous,EN,Agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,"Expert interviews  ",Podcasts,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-29 15:24:17,2025-10-29 15:30:36,IP Address,169.229.214.57,100,378,True,2025-10-29 15:30:36,R_7pVCwkRyf58FLHW,,,,,37.8371,-122.2773,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,"Expert interviews  ",,,Short video clips,,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,,,A person who immigrated to the United States,,
2025-10-29 15:48:31,2025-10-29 15:51:35,IP Address,135.180.154.253,100,184,True,2025-10-29 15:51:35,R_3qPsLiwPYNTaM9V,,,,,37.7562,-122.4866,anonymous,EN,Agree,Strongly agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,Slightly confident,Slightly confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,"Expert interviews  ",,Scholarly articles,,,,Theoretical frameworks,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,,,,,,,,,,None of the above
2025-10-29 15:51:25,2025-10-29 15:54:00,IP Address,136.152.214.35,100,154,True,2025-10-29 15:54:00,R_64YTqfpHYU1BRKN,,,,,37.8736,-122.257,anonymous,EN,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Very confident,Not confident at all,Very confident,Moderately confident,Slightly confident,Very confident,Moderately confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,Discussion prompts,,,,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Decline to state,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,A person from a low-income family background,,,
